allocation_id,bucket_id,period_id,allocated_amount,allocated_time_hours,allocation_percentage_of_total,allocation_percentage_of_parent
697,48,1,22122.126609959312,44.244253219918626,0.022122126609959315,0.47173213848648005
698,48,2,21569.79153140143,43.139583062802856,0.02156979153140143,0.4731520068817408
699,48,3,22299.03246742221,44.598064934844416,0.022299032467422212,0.4754266253591673
700,48,4,20819.07001694784,41.63814003389569,0.020819070016947844,0.44982016865435565
701,48,5,22111.599200930297,44.2231984018606,0.0221115992009303,0.4753578844596389
702,48,6,23630.49155153714,47.26098310307429,0.023630491551537142,0.49817267441318513
703,48,7,22004.26133577555,44.008522671551106,0.022004261335775554,0.47380103386965744
704,48,8,20934.097192900936,41.86819438580187,0.020934097192900934,0.4752348742585311
705,48,9,19979.732108535867,39.95946421707174,0.019979732108535868,0.4512731960119491
706,48,10,17406.367856019107,43.51591964004777,0.021757959820023882,0.49602293068624687
707,48,11,16800.21358287463,42.00053395718657,0.021000266978593286,0.4887238873756619
708,48,12,16058.457034984744,40.14614258746186,0.02007307129373093,0.4677278679556016
709,48,13,20111.55197245082,40.22310394490164,0.02011155197245082,0.48024233287447354
710,48,14,20125.57849152927,40.251156983058536,0.02012557849152927,0.498900446750352
711,48,15,18115.310236252644,36.230620472505294,0.018115310236252645,0.4546143345852584
712,48,16,17408.817173225903,34.81763434645181,0.017408817173225906,0.4568378825698831
713,48,17,19089.187461427813,38.17837492285563,0.019089187461427817,0.4986221169560676
714,48,18,17528.409765209508,35.05681953041902,0.01752840976520951,0.46616433986644784
715,48,19,17645.034032420746,35.290068064841485,0.017645034032420744,0.4822706830545846
716,48,20,17541.86344266426,35.08372688532852,0.01754186344266426,0.46273080884265466
717,48,21,17631.225202840356,35.26245040568071,0.017631225202840356,0.49545854385695653
718,48,22,17308.77850208218,34.61755700416436,0.017308778502082182,0.4705677172100537
719,48,23,17386.08448528744,34.77216897057488,0.01738608448528744,0.4781919545115251
720,48,24,17156.409598426835,34.312819196853674,0.017156409598426837,0.46661322828402274
721,49,1,33743.14006595694,67.48628013191389,0.033743140065956946,0.7195385824885653
722,49,2,32145.84005129011,64.29168010258023,0.03214584005129011,0.7051467656061831
723,49,3,35842.99270065107,71.68598540130215,0.035842992700651076,0.7641906924589419
724,49,4,33590.82686924787,67.18165373849573,0.033590826869247865,0.7257687973220763
725,49,5,33046.54636884127,66.09309273768254,0.03304654636884127,0.7104387262016232
726,49,6,33521.45624110032,67.04291248220063,0.03352145624110032,0.7066917532981752
727,49,7,29609.6312726766,59.2192625453532,0.0296096312726766,0.6375616838673149
728,49,8,31938.55285667951,63.87710571335902,0.031938552856679514,0.7250522442396383
729,49,9,35720.66967062284,71.44133934124568,0.03572066967062284,0.8068066517799941
730,49,10,25428.39084645106,63.57097711612766,0.031785488558063825,0.7246236006629265
731,49,11,21985.571797996017,54.96392949499004,0.02748196474749502,0.6395677092013978
732,49,12,24135.751659568476,60.339379148921196,0.030169689574460597,0.7029918030506823
733,49,13,25106.297752712097,50.21259550542419,0.025106297752712097,0.5995115155269797
734,49,14,18755.588520737427,37.51117704147485,0.018755588520737426,0.46493925608151093
735,49,15,18937.686141428203,37.875372282856404,0.0189376861414282,0.47525234022990664
736,49,16,16814.648826772253,33.629297653544505,0.016814648826772253,0.4412458635037401
737,49,17,17095.450962813033,34.190901925626065,0.017095450962813032,0.4465444098456612
738,49,18,17788.05087593413,35.576101751868265,0.01778805087593413,0.47306944013534763
739,49,19,18071.840275119983,36.14368055023996,0.01807184027511998,0.4939360693508264
740,49,20,16300.81573739625,32.60163147479249,0.016300815737396248,0.4299936364009698
741,49,21,16264.421387016904,32.52884277403381,0.016264421387016906,0.45704971970916425
742,49,22,17049.806332752883,34.09961266550577,0.017049806332752885,0.4635271312711001
743,49,23,17529.91453746277,35.059829074925545,0.017529914537462773,0.4821478983484148
744,49,24,17762.38749154596,35.524774983091916,0.017762387491545958,0.48309437484064216
745,50,1,19613.532856083642,39.22706571216729,0.01961353285608364,0.4779873090402907
746,50,2,19025.585598068887,38.05117119613777,0.019025585598068884,0.4769630312293261
747,50,3,18078.569612674237,36.15713922534847,0.018078569612674237,0.4405076885135929
748,50,4,19834.04444567945,39.6680888913589,0.01983404444567945,0.48975719776645615
749,50,5,18918.6370279557,37.8372740559114,0.018918637027955702,0.46481736022010944
750,50,6,18179.316459640235,36.358632919280474,0.018179316459640237,0.43800255420965695
751,50,7,19238.943704527417,38.47788740905483,0.019238943704527417,0.47343720141516077
752,50,8,20127.016937454864,40.25403387490972,0.02012701693745486,0.5221862427370048
753,50,9,21543.08025537216,43.086160510744314,0.021543080255372157,0.5560958118369678
754,50,10,17083.820344807304,42.70955086201826,0.02135477543100913,0.5563787561519733
755,50,11,18290.70149166717,45.726753729167925,0.02286337686458396,0.6080944960602858
756,50,12,17926.235082665335,44.81558770666334,0.022407793853331668,0.5967198252107029
757,50,13,23905.158364847255,47.810316729694506,0.023905158364847252,0.6523766773639844
758,50,14,22684.020337983216,45.368040675966434,0.022684020337983214,0.6426544145857362
759,50,15,24089.298805063256,48.178597610126516,0.024089298805063258,0.6908972357992871
760,50,16,27317.090624053235,54.634181248106465,0.027317090624053235,0.8192552553430096
761,50,17,26770.719426598094,53.54143885319619,0.026770719426598096,0.7991643179394974
762,50,18,23207.585314420936,46.41517062884188,0.023207585314420937,0.7053723531702738
763,50,19,26562.622545362865,53.125245090725734,0.026562622545362867,0.8297194291208446
764,50,20,28068.231980209435,56.13646396041887,0.028068231980209433,0.8461740341937426
765,50,21,24420.377056658952,48.84075411331791,0.024420377056658955,0.7842763906637256
766,50,22,21835.30790481415,43.6706158096283,0.021835307904814152,0.6784330188529808
767,50,23,22183.230393527298,44.3664607870546,0.0221832303935273,0.6972960675689095
768,50,24,23839.485308183517,47.67897061636704,0.023839485308183517,0.7410021401015247
769,51,1,17425.263825108937,34.85052765021787,0.01742526382510894,0.4246585776359751
770,51,2,17632.557353836473,35.26511470767295,0.017632557353836474,0.4420404281624016
771,51,3,17400.606410278815,34.80121282055763,0.017400606410278817,0.42398823981920564
772,51,4,16820.43653896323,33.640873077926464,0.01682043653896323,0.41534291642296134
773,51,5,16818.780568338894,33.63756113667779,0.016818780568338895,0.4132253911497193
774,51,6,17812.15658177599,35.62431316355198,0.01781215658177599,0.4291564039891647
775,51,7,17796.59692447092,35.59319384894184,0.017796596924470918,0.437943536403842
776,51,8,16642.96781362595,33.2859356272519,0.01664296781362595,0.43179418279404563
777,51,9,17551.13209925849,35.102264198516984,0.01755113209925849,0.4530508607728532
778,51,10,13732.317132408774,34.33079283102194,0.01716539641551097,0.4472283933573644
779,51,11,13414.722042277535,33.536805105693844,0.01676840255284692,0.44598719430219236
780,51,12,13530.157355702308,33.825393389255765,0.016912696694627884,0.45038532046114155
781,51,13,15953.236317028981,31.90647263405796,0.01595323631702898,0.4353670928618554
782,51,14,14506.007179175504,29.012014358351006,0.014506007179175502,0.41096549080851114
783,51,15,14678.413471492227,29.35682694298446,0.014678413471492228,0.42098673670158604
784,51,16,13712.68321910356,27.42536643820712,0.01371268321910356,0.41125125463443635
785,51,17,14452.71105731926,28.90542211463852,0.014452711057319259,0.43144492273239266
786,51,18,15038.095373433167,30.07619074686633,0.015038095373433166,0.4570685220821402
787,51,19,14360.049213688108,28.720098427376218,0.014360049213688109,0.44855555265225655
788,51,20,13836.790669554719,27.67358133910944,0.013836790669554719,0.41713824331389504
789,51,21,13507.58303926054,27.01516607852108,0.013507583039260541,0.4338048691075852
790,51,22,13417.276008349832,26.834552016699664,0.013417276008349834,0.41688091172378294
791,51,23,13818.797977822049,27.637595955644098,0.013818797977822048,0.4343728716479489
792,51,24,14172.550108881596,28.345100217763193,0.014172550108881595,0.44052502919483394
793,52,1,16918.275714125666,33.836551428251326,0.016918275714125665,0.5772243888006975
794,52,2,15394.842894086198,30.789685788172395,0.0153948428940862,0.5403186804368882
795,52,3,16848.520828652698,33.69704165730539,0.016848520828652697,0.5747503466125755
796,52,4,16718.127679872377,33.436255359744756,0.016718127679872376,0.5779432803807999
797,52,5,17112.26279718394,34.22452559436788,0.01711226279718394,0.5886104550045934
798,52,6,16590.396009119875,33.18079201823976,0.016590396009119875,0.5596079578056486
799,52,7,16243.536161683427,32.48707232336685,0.016243536161683426,0.5596155478914935
800,52,8,15739.760125521996,31.479520251043994,0.015739760125521998,0.5717052217870467
801,52,9,15137.87562595853,30.275751251917058,0.01513787562595853,0.5470597885855875
802,52,10,12794.254987583547,31.985637468958863,0.01599281873447943,0.5833491657657961
803,52,11,12836.13842664478,32.09034606661195,0.016045173033305975,0.597452163551701
804,52,12,12771.619823901592,31.92904955975398,0.01596452477987699,0.5951896870349513
805,52,13,15074.131655101053,30.148263310202108,0.015074131655101053,0.5759266047309821
806,52,14,14455.423073754386,28.91084614750877,0.014455423073754385,0.5733453700222784
807,52,15,14481.521834900488,28.963043669800978,0.014481521834900488,0.5814756536340323
808,52,16,13388.043179829247,26.776086359658493,0.013388043179829246,0.5621211584606712
809,52,17,13304.336994649804,26.608673989299607,0.013304336994649803,0.5560288359364686
810,52,18,13815.719786508345,27.631439573016692,0.013815719786508347,0.5878818197726455
811,52,19,13265.226756341788,26.53045351268358,0.013265226756341788,0.5801002101237419
812,52,20,13445.73608588579,26.89147217177158,0.01344573608588579,0.5674887487152246
813,52,21,12461.491775134375,24.92298355026875,0.012461491775134373,0.56029254898963
814,52,22,13412.232442042006,26.824464884084012,0.013412232442042007,0.5834138881315604
815,52,23,12828.714757536132,25.657429515072266,0.012828714757536133,0.5645515585955698
816,52,24,12602.0598352478,25.204119670495597,0.012602059835247799,0.5483933256797592
817,53,1,6825.673188353629,13.651346376707258,0.006825673188353629,0.23288100400273842
818,53,2,7847.114505863708,15.694229011727414,0.007847114505863707,0.27541317467255094
819,53,3,9527.28042652327,19.054560853046542,0.00952728042652327,0.32500228258063246
820,53,4,9101.21958894339,18.20243917788678,0.00910121958894339,0.31462785818011485
821,53,5,7326.486029668039,14.652972059336077,0.007326486029668039,0.25200911922749186
822,53,6,7608.828231412982,15.217656462825964,0.007608828231412981,0.25665215137326125
823,53,7,8319.1867596002,16.6383735192004,0.0083191867596002,0.2866091601080807
824,53,8,7017.42508621095,14.0348501724219,0.00701742508621095,0.25488943499087574
825,53,9,7584.386717418673,15.168773434837346,0.007584386717418673,0.2740881941893795
826,53,10,6504.547848192705,16.261369620481762,0.00813068481024088,0.2965723728821487
827,53,11,5676.063715108463,14.190159287771158,0.007095079643885579,0.26418977688878603
828,53,12,6277.952236682427,15.694880591706069,0.007847440295853034,0.2925684038902048
829,53,13,7448.140317017271,14.896280634034543,0.007448140317017271,0.2845657887622411
830,53,14,7831.600911586733,15.663201823173466,0.007831600911586733,0.31062474613233876
831,53,15,6387.711878425553,12.775423756851106,0.006387711878425553,0.25648540133274567
832,53,16,6328.106076185933,12.656212152371866,0.006328106076185933,0.26569695590517345
833,53,17,6834.494303326432,13.668988606652864,0.006834494303326432,0.28563436969622924
834,53,18,5737.641196841103,11.475282393682205,0.005737641196841103,0.24414616104876294
835,53,19,7778.705820006392,15.557411640012784,0.007778705820006392,0.3401697508502218
836,53,20,7947.0316899068785,15.894063379813756,0.007947031689906878,0.33541124419655655
837,53,21,7936.9799578013735,15.873959915602748,0.007936979957801375,0.3568618277877237
838,53,22,8090.6913428769185,16.181382685753835,0.008090691342876918,0.35193408065492243
839,53,23,7920.023304689463,15.840046609378927,0.007920023304689463,0.34853542114568126
840,53,24,8862.107756056272,17.724215512112544,0.00886210775605627,0.38564495077883626
